Actual word in English,Actual word in Hindi,Predicted word in Hindi
ijajat,इजाजत,इजाजत
mejbani,मेज़बानी,मेजबानी]
toledo,टोलेडो,टोलेडो
mohadhaa,मोहड़ा,मोहधा]
putli,पुतली,पुटली
sanchari,संचारी,संचारी
taapanee,टापनी,तापनी
little,लिटिल,लिटल]
narnaari,नरनारी,नरनारी
dhaniye,धनिये,धनिये
gadhoonga,गाड़ूँगा,गढ़ूँगा]
faadi,फाड़ी,फादी]
gammat,गम्मत,गम्मत
tuberculosis,ट्यूबरक्यूलोसिस,ट्यूबरकुलस]####
nagarjuna,नागार्जुन,नागर्जुना
raajneechi,राजनीचि,राजनीची
medizensar,मेडिजेन्सर,मेडिजेसनर]
laphphaajee,लफ्फाजी,लफ्फाजी
commerce,कॉमर्स,कमर्स]
maathaloo,माथलू,माथलू
chatagaon,चटगांव,चटागां
hilig,हीलिग,हिलिग
isnpector,इस्न्पेक्टोर,इंस्पेक्टर]#
testing,टेस्टिंग,टेस्टिंग
naushad,नौशाद,नौशाद
falluja,फ़ल्लूजा,फल्लुजा]
pik,पिक,पीक
jiwan,जीवन,जीवा
katal,कताल,कटाल
dablyooeeef,डब्ल्यूईएफ,डब्लीयुपी]
besil,बेसिल,बेसिल
slidon,स्लाइडों,स्लिडों]
saindan,सैंदान,सैंदन]
jeremy,जेरेमी,जेरेमी
gaanv,गॉंव,गांव
todenge,तोड़ेंगे,टोडेंगे]
udaan,उड़ान,उदान]
saptkraanti,सप्तक्रांति,सप्त्रकांती
miranda,मिरांडा,मिरंडा]
vyapak,व्यापक,व्यापक
maddy,मैडी,मैडी
sabhasadon,सभासदों,सबादसों
nauvahan,नौवहन,नौवहन
atmaen,आत्माएं,अत्में]
rosa,रोज़ा,रोसा]
damaae,दमाए,दमाए
midwest,मिडवेस्ट,मिडवेस्ट
trelarah,ट्रेलरः,त्रेलार
marlborough,मालबर,मार्ल
waco,वाको,वॉको
vimarshon,विमर्शों,विमर्षों
khan,खान,खन]
difarard,डिफरर्ड,डिफारार
sarsaa,सरसा,सरसा
hester,हेस्टर,हेस्टर
uttar,उत्तर,उत्तर
kasera,कसेरा,कसेरा
kuraaane,कुरआने,कुराने
dayitvon,दायित्वों,दयित्वों]
chayaniton,चयनितों,चयानितो
morales,मोराल्स,मोरलेस]
heros,हीरोज,हेरोस
premamoolak,प्रेममूलक,प्रेममूलक
moran,मोरन,मोरन
zydus,ज़ाइडस,ज़िदस]
nelson,नेल्सन,नेलसन]
amarpal,अमरपाल,अमरपल]
phatne,फटने,फटने
tinka,टिंका,टिंका
gaayikaao,गायिकाओ,गायिकाओ
pakayen,पकाएं,पकाएं
bhrashtachariyon,भ्रष्टाचारीयों,भ्रष्टाचारियों
chalit,चालित,चालित
affle,एफल,एएफ
mod,मॉड,मीड
rajnitikaaron,राजनीतिकारों,राजनीतिकरण]#
arthon,अर्थों,अर्थों
gaaligalauj,गालीगलौज,गालीगलाज
anyonyashritata,अन्योन्याश्रितता,अन्योन्याश्रित्त
udaya,उडाया,उदया]
cutlery,कटलरी,क्टलर
pratibandhah,प्रतिबन्धः,प्रतिबंधः]
neelaabh,नीलाभ,नीलभ]
bilae,बिलाई,बिले]
khullamkhulla,खुल्लमखुल्ला,खुल्लमखुलला]
swanson,स्वानसन,स्वानसो
anvaahaarya,अन्वाहार्य,अनवाहर्य]#
rewari,रेवाड़ी,रेवारी]
sahkalakar,सहकलाकार,सहकलाकर]
championship,चैंपियनशिप,चैम्पिनशिप
bhadkaayaa,भड़काया,भड़काया
namdhari,नामधारी,नमधारी]
alba,अल्बा,अलबा]
watanukoollan,वातानुकूलन,वतानुकूलन]
khaatadhaarak,खाताधारक,खातधारक]
texas,टेक्सस,टेक्सा
special,स्पेशल,स्पेशि
harvansh,हरवंश,हरवंश
dinu,दीनु,दिनु
shaniwar,शनिवार,शनिवार
de,डीई,डी]
dabi,डाबी,डबी]
nahinkarvaaee,नहींकरवाई,नहिंकरवाई
maarvaad,मारवाड़,मारवाड़
peediyon,पीड़ियों,पीडियों]
brigton,ब्रिगटन,ब्रिटन]
mnaey,मनाए,म्ने
ligar,लिगर,लीगर
dilaega,दिलाएगा,दिलाएगा
aadhin,आधीन,आधिन
parwa,परवा,परवा
hempstead,हेम्प्सटेड,हेम्प्स्टे
mamooli,मामूली,ममूली]
pradeshikaa,प्रदेशिका,प्रदेशिका
verification,वैरीफ़िकेशन,वेरीफिकेशन]
fefada,फेफड़ा,फेफाड़
wisangatiyaa,विसंगतिया,विसंगतिया
kachchhe,कच्छे,कच्छे
ghost,घोस्ट,घोस्ट
pipli,पिपली,पिपली
lovasa,लवासा,लोवास
helper,हेल्पर,हेल्पर
doobnewaale,डूबनेवाले,दूबनेवाले
bakhshane,बख्शने,बखशाने
indriyonke,इन्द्रियोंके,इंड्रियोंके]
barhad,बरहद,बरहद
risaalee,रिसाली,रिसाली
kaksheevati,काक्षीवती,कक्षीवती]
vishvarakt,विश्वरक्त,विश्वरक्त
lodi,लोदी,लोडी
peachtree,पीचट्री,पीचत्री
ghumakkdon,घुमक्कड़ों,घुमक्कोंड]
ojha,ओझा,ओझा
ilaaj,इलाज़,इलाज]
arunai,अरुणाई,अरुनाई
ayodhyeanath,अयोध्यानाथ,अयोध्येनाथ
bhautikwadiyon,भौतिकवादियों,भौतिकवादियों
roket,रॊकेट,रोकेट
nurochemistry,न्यूरोकेमिस्ट्री,न्यूरेमासिस्ट्री
coldvel,काल्डवेल,कॉल्डवेल
aawaazen,आवाज़ें,आवाज़ें
mool,मूल,मूल
multiplexon,मल्टिप्लेक्सों,मल्टिप्लेक्शन]
tyoihar,त्यौहार,त्योहैर
rotation,रोटेशन,रोटेशन
belacha,बेलचा,बेलाच
sahakalaakar,सहकलाकार,सहकलालर]
jadit,जड़ित,जादित
nagaaraa,नगाड़ा,नगारा]
barpaya,बरपाया,बरपाया
doongarpur,डूंगरपुर,डूंगरपुर
land,लैंड,लैंड
uchchhrunkhalataa,उच्छृंखलता,उच्चरूनखला
failaiya,फैलाइए,फैलैया
suchi,सूची,सूची
noon,नून,नून
rp,आरपी,आरपी
shield,सील्ड,शिएल्
palanpur,पालनपुर,पलनपुर]
electrosteel,इलेक्ट्रोस्टील,इलेक्ट्रोस्टी]
obscura,ऑब्स्क्योरा,ओबस्कुरा]##
