Actual word in English,Actual word in Hindi,Predicted word in Hindi
mejbani,मेज़बानी,मेजबानी]
toledo,टोलेडो,तोलेडो
mohadhaa,मोहड़ा,मोहधा]
putli,पुतली,पुटली
sanchari,संचारी,संचारी
taapanee,टापनी,तापनी
little,लिटिल,लिटले
narnaari,नरनारी,नरनारी
dhaniye,धनिये,धनिए]
gadhoonga,गाड़ूँगा,गढ़ूँगा]
faadi,फाड़ी,फाड़ी
gammat,गम्मत,गम्मत
tuberculosis,ट्यूबरक्यूलोसिस,टुबरक्लसियोस]##
nagarjuna,नागार्जुन,नागरजुना]
raajneechi,राजनीचि,राजनीची
medizensar,मेडिजेन्सर,मेडिजेनर्स
laphphaajee,लफ्फाजी,लफ़ापाज
commerce,कॉमर्स,कमर्स]
maathaloo,माथलू,माथाल
chatagaon,चटगांव,चतगांव
hilig,हीलिग,हिलिग
isnpector,इस्न्पेक्टोर,इस्नेप्क्टर]
testing,टेस्टिंग,टेस्टिंग
naushad,नौशाद,नौशाद
falluja,फ़ल्लूजा,फल्लुजा]
pik,पिक,पीक
jiwan,जीवन,जिवा
katal,कताल,कटल]
dablyooeeef,डब्ल्यूईएफ,देब्लियोफ]
besil,बेसिल,बेसिल
slidon,स्लाइडों,स्लिडोन]
saindan,सैंदान,सैंदान
jeremy,जेरेमी,जेरेमी
gaanv,गॉंव,गांव
todenge,तोड़ेंगे,तोडेंगे]
udaan,उड़ान,उदान]
saptkraanti,सप्तक्रांति,सप्त्रकांती
miranda,मिरांडा,मिरंदा]
vyapak,व्यापक,व्यापक
maddy,मैडी,मददी
sabhasadon,सभासदों,सभासदों
nauvahan,नौवहन,नौवाह
atmaen,आत्माएं,आत्मेन]
rosa,रोज़ा,रोसा]
damaae,दमाए,दमाए
midwest,मिडवेस्ट,मिडेस्व]
trelarah,ट्रेलरः,त्रेलार
marlborough,मालबर,मरलबु
waco,वाको,वाको
vimarshon,विमर्शों,विमर्शन]
khan,खान,खन्
difarard,डिफरर्ड,डिफारार
sarsaa,सरसा,सरसा
hester,हेस्टर,हेस्टर
uttar,उत्तर,उत्तर
kasera,कसेरा,कसेरा
kuraaane,कुरआने,कुराने
dayitvon,दायित्वों,दयित्वों]
chayaniton,चयनितों,चयनितों
morales,मोराल्स,मोरेल्स
heros,हीरोज,हेरोस
premamoolak,प्रेममूलक,प्रीमामुल
moran,मोरन,मोरन
zydus,ज़ाइडस,ज़ाइडस
nelson,नेल्सन,नेलसन]
amarpal,अमरपाल,अमरपाल
phatne,फटने,फटने
tinka,टिंका,तिंका
gaayikaao,गायिकाओ,गायिकाओ
pakayen,पकाएं,पकाये
bhrashtachariyon,भ्रष्टाचारीयों,भ्रश्तरचियों]#
chalit,चालित,चलित]
affle,एफल,एफए
mod,मॉड,एमओ
rajnitikaaron,राजनीतिकारों,राजनीतकारियो
arthon,अर्थों,अर्थन]
gaaligalauj,गालीगलौज,गालीगालु
anyonyashritata,अन्योन्याश्रितता,अन्योन्यातिरात्त
udaya,उडाया,उदया]
cutlery,कटलरी,कटलरी
pratibandhah,प्रतिबन्धः,प्रतिबन्धा
neelaabh,नीलाभ,नीलाभ
bilae,बिलाई,बिलाई
khullamkhulla,खुल्लमखुल्ला,खुल्लमखुला]#
swanson,स्वानसन,स्वांसन
anvaahaarya,अन्वाहार्य,अनवाहार्य]
rewari,रेवाड़ी,रेवारी]
sahkalakar,सहकलाकार,सहकालकर]
championship,चैंपियनशिप,चम्पिशनपी]
bhadkaayaa,भड़काया,भड़काया
namdhari,नामधारी,नमधारी]
alba,अल्बा,अलबा]
watanukoollan,वातानुकूलन,वाटनुकुलनल
khaatadhaarak,खाताधारक,खाताधारक
texas,टेक्सस,तेक्सा
special,स्पेशल,स्पेशि
harvansh,हरवंश,हरवंश
dinu,दीनु,डीआई
shaniwar,शनिवार,शनिवार
de,डीई,डीए
dabi,डाबी,डाबी
nahinkarvaaee,नहींकरवाई,नहिंकरवाई
maarvaad,मारवाड़,मारवाद]
peediyon,पीड़ियों,पीडियों]
brigton,ब्रिगटन,ब्रिग्ट
mnaey,मनाए,मनी]
ligar,लिगर,लीगा
dilaega,दिलाएगा,दिलागा]
aadhin,आधीन,आधिन
parwa,परवा,पारव
hempstead,हेम्प्सटेड,हेम्प्स्टा
mamooli,मामूली,मामूली
pradeshikaa,प्रदेशिका,प्रदेशिका
verification,वैरीफ़िकेशन,वेरिफिकेशन]
fefada,फेफड़ा,फेफाडा
wisangatiyaa,विसंगतिया,विसंगतिया
kachchhe,कच्छे,कच्छे
ghost,घोस्ट,घोस्ट
pipli,पिपली,पीपीए
lovasa,लवासा,लोवास
helper,हेल्पर,हेलपर]
doobnewaale,डूबनेवाले,डूबनेवाले
bakhshane,बख्शने,बखशाने
indriyonke,इन्द्रियोंके,इन्द्रियोंके
barhad,बरहद,बरहड
risaalee,रिसाली,रिसाली
kaksheevati,काक्षीवती,कक्षीवती]
vishvarakt,विश्वरक्त,विश्वरक्त
lodi,लोदी,लोडी
peachtree,पीचट्री,पीचत्री
ghumakkdon,घुमक्कड़ों,घुमक्कोड़]
ojha,ओझा,ओझा
ilaaj,इलाज़,इलाज]
arunai,अरुणाई,अरुनाई
ayodhyeanath,अयोध्यानाथ,अयोध्यनेत]
bhautikwadiyon,भौतिकवादियों,भौतिकवादियों
roket,रॊकेट,रोकेट
nurochemistry,न्यूरोकेमिस्ट्री,न्यूरोचिमिस्ट्री
coldvel,काल्डवेल,कोल्डवेल
aawaazen,आवाज़ें,आवाज़ें
mool,मूल,मूल
multiplexon,मल्टिप्लेक्सों,मल्टीप्लेक्स]#
tyoihar,त्यौहार,त्योहिर
rotation,रोटेशन,रोटेशन
belacha,बेलचा,बेलाच
sahakalaakar,सहकलाकार,सहकालाकर
jadit,जड़ित,जडित]
nagaaraa,नगाड़ा,नगारा]
barpaya,बरपाया,बरपाया
doongarpur,डूंगरपुर,दूंगरपुर
land,लैंड,एलएन
uchchhrunkhalataa,उच्छृंखलता,उच्छ्रनुथल
failaiya,फैलाइए,फैलैया
suchi,सूची,सुची
noon,नून,नून
rp,आरपी,आरपी
shield,सील्ड,शिल्ड
palanpur,पालनपुर,पलनपुर]
electrosteel,इलेक्ट्रोस्टील,इलेक्ट्रीटल]##
obscura,ऑब्स्क्योरा,ओब्स्कुरा]#
